timestamp px py pz qx qy qz qw
184.500000000 18.785735238 3.544623805 -0.052563067 0.000716240 0.007889602 0.699251172 0.714832176
185.100000000 18.782704191 3.755624313 -0.072169101 -0.013216042 -0.007273604 0.699532794 0.714441251
185.600000000 18.797636107 3.927115155 -0.056953702 0.000957627 0.011840778 0.699936079 0.714106690
186.200000000 18.787048937 4.139391961 -0.071297007 -0.012848771 -0.006048262 0.700077054 0.713926079
186.700000000 18.800206913 4.313915647 -0.054870471 0.001273541 0.011927560 0.699863175 0.714176202
187.300000000 18.791006802 4.522865392 -0.068477914 -0.013807607 -0.006465674 0.700026187 0.713954398
187.800000000 18.807902541 4.697516089 -0.053946300 0.001072724 0.012383567 0.699897830 0.714134808
188.400000000 18.796219344 4.906929975 -0.070250529 -0.012695404 -0.006459102 0.700141816 0.713861712
188.900000000 18.813842268 5.081983605 -0.055011902 0.001036552 0.011045058 0.699670132 0.714379898
189.500000000 18.799183164 5.289005378 -0.071487597 -0.013270047 -0.006240404 0.699480205 0.714501509
190.000000000 18.818481348 5.462199470 -0.062851182 0.000782005 0.012908236 0.699475757 0.714539314
190.600000000 18.807193853 5.671763053 -0.070417555 -0.014348180 -0.006225170 0.700138674 0.713835565
190.700000000 18.826380097 5.699975412 -0.051426757 -0.001895302 -0.009872199 0.681752415 0.731513904
190.800000000 18.844805911 5.731110250 -0.071560775 -0.002772791 0.005987796 0.662188754 0.749308022
190.900000000 18.874429320 5.772900460 -0.059303929 -0.007144407 0.004137083 0.620945270 0.783810445
191.000000000 18.900911672 5.795504671 -0.066715920 -0.000320126 -0.001896006 0.580218550 0.814458554
191.100000000 18.933439152 5.820628899 -0.067148122 -0.000406015 0.000815317 0.545886587 0.837858583
191.200000000 18.959888610 5.841274215 -0.084877536 -0.000281260 0.008788017 0.522309370 0.852710745
191.300000000 18.992163420 5.869708431 -0.072877409 -0.005069144 0.004559717 0.481801138 0.876254059
191.400000000 19.022649359 5.886091555 -0.073382452 -0.000195173 0.000127695 0.445423048 0.895320196
191.500000000 19.057703008 5.907852391 -0.081572238 0.001020566 -0.000936652 0.410762697 0.911741240
191.600000000 19.093847551 5.931889360 -0.100501648 -0.009552940 0.008847304 0.379474777 0.925110458
191.700000000 19.133081305 5.948558294 -0.095663078 -0.013152613 -0.001046900 0.339997358 0.940333829
191.800000000 19.166089922 5.947456897 -0.079403319 -0.004097076 -0.010597018 0.302607821 0.953047441
191.900000000 19.201592733 5.955169024 -0.107682300 -0.003208954 0.007342197 0.279340348 0.960158719
